trip_id,start_time,end_time,headway_secs,exact_times
055076A000_1,5:15:00,21:45:00,2400,0
055076A000_0,5:15:00,21:45:00,2400,0
051076A000_1,4:55:00,24:00:00,1980,0
051076A000_0,4:55:00,24:00:00,1980,0
053076N000_1,19:00:00,22:00:00,2760,0
053076N000_0,19:00:00,22:00:00,2760,0
055059A000_1,19:00:00,23:00:00,4740,0
055059A000_0,19:00:00,23:00:00,4740,0
055059A000_1,6:00:00,19:00:00,2400,0
055059A000_0,6:00:00,19:00:00,2400,0
051059A000_1,19:00:00,23:00:00,4440,0
051059A000_0,19:00:00,23:00:00,4440,0
051059A000_1,5:25:00,19:00:00,2100,0
051059A000_0,5:25:00,19:00:00,2100,0
0550059000_1,19:00:00,23:00:00,5640,0
0550059000_0,19:00:00,23:00:00,5640,0
0550059000_1,6:00:00,19:00:00,2760,0
0550059000_0,6:00:00,19:00:00,2760,0
0510059000_1,19:00:00,23:00:00,5340,0
0510059000_0,19:00:00,23:00:00,5340,0
0510059000_1,5:25:00,19:00:00,2460,0
0510059000_0,5:25:00,19:00:00,2460,0
055057C000_1,6:30:00,21:10:00,5220,0
055057C000_0,6:30:00,21:10:00,5220,0
051057C000_1,6:30:00,21:10:00,4920,0
051057C000_0,6:30:00,21:10:00,4920,0
050057C000_1,24:00:00,29:00:00,900,0
050057C000_0,24:00:00,29:00:00,900,0
055052C000_1,19:00:00,25:00:00,780,0
055052C000_0,19:00:00,25:00:00,780,0
055052C000_1,4:25:00,19:00:00,720,0
055052C000_0,4:25:00,19:00:00,720,0
051052C000_1,19:00:00,25:00:00,480,0
051052C000_0,19:00:00,25:00:00,480,0
051052C000_1,4:25:00,19:00:00,420,0
051052C000_0,4:25:00,19:00:00,420,0
05347AX000_1,5:00:00,24:00:00,960,0
05347AX000_0,5:00:00,24:00:00,960,0
05247AX000_1,5:00:00,24:00:00,960,0
05247AX000_0,5:00:00,24:00:00,960,0
05147AX000_1,5:00:00,24:00:00,660,0
05147AX000_0,5:00:00,24:00:00,660,0
05047AN000_1,24:00:00,29:00:00,900,0
05047AN000_0,24:00:00,29:00:00,900,0
055046C000_1,18:30:00,22:15:00,1020,0
055046C000_0,18:30:00,22:15:00,1020,0
055046C000_1,5:25:00,18:30:00,960,0
055046C000_0,5:25:00,18:30:00,960,0
051046C000_1,18:30:00,22:35:00,720,0
051046C000_0,18:30:00,22:35:00,720,0
051046C000_1,5:05:00,18:30:00,660,0
051046C000_0,5:05:00,18:30:00,660,0
0530043000_1,5:25:00,22:00:00,2100,0
0530043000_0,5:25:00,22:00:00,2100,0
0520043000_1,19:00:00,22:00:00,2100,0
0520043000_0,19:00:00,22:00:00,2100,0
0520043000_1,5:25:00,19:00:00,1920,0
0520043000_0,5:25:00,19:00:00,1920,0
0510043000_1,5:25:00,22:20:00,1800,0
0510043000_0,5:25:00,22:20:00,1800,0
053039B000_1,18:00:00,22:40:00,700,0
053039B000_0,18:00:00,22:40:00,700,0
053039B000_1,9:00:00,18:00:00,900,0
053039B000_0,7:00:00,18:00:00,900,0
052039B000_1,18:00:00,22:40:00,480,0
052039B000_0,18:00:00,22:40:00,480,0
052039B000_1,7:00:00,18:00:00,600,0
052039B000_0,7:00:00,18:00:00,600,0
051039B000_1,19:00:00,22:40:00,360,0
051039B000_0,18:00:00,22:40:00,360,0
051039B000_1,7:00:00,19:00:00,480,0
051039B000_0,7:00:00,18:00:00,480,0
0530037000_1,19:00:00,24:30:00,1200,0
0530037000_0,19:00:00,24:30:00,1200,0
0530037000_1,4:15:00,19:00:00,1080,0
0530037000_0,4:15:00,19:00:00,1080,0
0520037000_1,19:00:00,24:30:00,960,0
0520037000_0,19:00:00,24:30:00,960,0
0520037000_1,4:15:00,19:00:00,900,0
0520037000_0,4:15:00,19:00:00,900,0
0510037000_1,19:00:00,24:55:00,660,0
0510037000_0,19:00:00,24:55:00,660,0
0510037000_1,3:55:00,19:00:00,600,0
0510037000_0,3:55:00,19:00:00,600,0
05B34BO000_1,6:00:00,24:00:00,480,0
05B34BO000_0,6:00:00,24:00:00,480,0
05A34BO000_1,5:00:00,24:00:00,480,0
05A34BO000_0,5:00:00,24:00:00,480,0
05334BO000_1,6:00:00,23:00:00,600,0
05334BO000_0,6:00:00,23:00:00,600,0
053034A000_1,20:00:00,23:40:00,900,0
053034A000_1,7:00:00,20:00:00,480,0
053034A000_0,20:00:00,23:40:00,900,0
053034A000_0,7:00:00,20:00:00,480,0
052034A000_1,20:00:00,24:40:00,720,0
052034A000_0,20:00:00,24:40:00,720,0
052034A000_1,6:00:00,20:00:00,360,0
052034A000_0,6:00:00,20:00:00,360,0
051034A000_1,20:00:00,22:00:00,600,0
051034A000_0,20:00:00,22:00:00,600,0
051034A000_1,5:35:00,20:00:00,300,0
051034A000_0,5:35:00,20:00:00,300,0
0530033000_1,6:50:00,24:00:00,2700,0
0530033000_0,6:50:00,24:00:00,2700,0
0520033000_1,6:30:00,21:30:00,2400,0
0520033000_0,6:30:00,21:30:00,2400,0
0510033000_1,4:40:00,21:55:00,1800,0
0510033000_0,4:40:00,21:55:00,1800,0
0550025000_1,18:30:00,21:30:00,900,0
0550025000_0,18:30:00,21:30:00,900,0
0550025000_1,6:15:00,18:30:00,600,0
0550025000_0,6:15:00,18:30:00,600,0
0510025000_1,19:00:00,22:05:00,900,0
0510025000_0,19:00:00,22:05:00,900,0
0510025000_1,5:15:00,19:00:00,600,0
0510025000_0,5:15:00,19:00:00,600,0
0550023000_1,5:40:00,22:15:00,660,0
0550023000_0,5:40:00,22:15:00,660,0
0510023000_1,4:30:00,23:00:00,360,0
0510023000_0,4:30:00,23:00:00,360,0
053200N000_1,20:00:00,24:30:00,1200,0
053200N000_0,20:00:00,24:30:00,1200,0
053200X000_1,5:30:00,20:00:00,900,0
053200X000_0,5:30:00,20:00:00,900,0
052200N000_1,20:00:00,24:30:00,900,0
052200N000_0,20:00:00,24:30:00,900,0
052200X000_1,5:30:00,20:00:00,600,0
052200X000_0,5:30:00,20:00:00,600,0
051200N000_1,25:00:00,29:00:00,900,0
051200N000_0,25:00:00,29:00:00,900,0
051200N000_1,20:00:00,24:30:00,600,0
051200N000_0,20:00:00,24:30:00,600,0
051200X000_1,5:00:00,20:00:00,360,0
051200X000_0,5:00:00,20:00:00,360,0
055019A000_1,19:00:00,23:00:00,4560,0
055019A000_0,19:00:00,23:00:00,4560,0
055019A000_1,6:00:00,19:00:00,2700,0
055019A000_0,6:00:00,19:00:00,2700,0
051019A000_1,19:00:00,23:00:00,4260,0
051019A000_0,19:00:00,23:00:00,4260,0
051019A000_1,5:25:00,19:00:00,2400,0
051019A000_0,5:25:00,19:00:00,2400,0
0550019000_1,19:00:00,23:00:00,5280,0
0550019000_0,19:00:00,23:00:00,5280,0
0550019000_1,6:00:00,19:00:00,2880,0
0550019000_0,6:00:00,19:00:00,2880,0
0510019000_1,19:00:00,23:00:00,4980,0
0510019000_0,19:00:00,23:00:00,4980,0
0510019000_1,6:00:00,19:00:00,2580,0
0510019000_0,5:25:00,19:00:00,2580,0
0550018000_1,5:35:00,23:20:00,1380,0
0550018000_0,5:35:00,23:20:00,1380,0
0510018000_1,5:05:00,23:20:00,1080,0
0510018000_0,5:05:00,23:20:00,1080,0
055017F000_1,19:00:00,24:25:00,4560,0
055017F000_0,19:00:00,24:25:00,4560,0
055017F000_1,5:25:00,19:00:00,2220,0
055017F000_0,5:25:00,19:00:00,2220,0
051017F000_1,19:00:00,24:40:00,4260,0
051017F000_0,19:00:00,24:40:00,4260,0
051017F000_1,5:25:00,19:00:00,1920,0
051017F000_0,5:25:00,19:00:00,1920,0
055017E000_1,19:00:00,24:00:00,3600,0
055017E000_0,19:00:00,24:00:00,3600,0
055017E000_1,4:45:00,19:00:00,1920,0
055017E000_0,4:45:00,19:00:00,1920,0
051017E000_1,19:00:00,24:10:00,3360,0
051017E000_0,19:00:00,24:10:00,3360,0
051017E000_1,4:40:00,19:00:00,1620,0
051017E000_0,4:40:00,19:00:00,1620,0
0530168000_1,19:30:00,21:50:00,720,0
0530168000_0,19:30:00,21:50:00,720,0
0530168000_1,5:30:00,19:30:00,600,0
0530168000_0,5:30:00,19:30:00,600,0
0520168000_1,19:30:00,21:50:00,480,0
0520168000_0,19:30:00,21:50:00,480,0
0520168000_1,5:30:00,19:30:00,360,0
0520168000_0,5:30:00,19:30:00,360,0
0510168000_1,5:20:00,22:05:00,180,0
0510168000_0,5:20:00,22:05:00,180,0
0550167000_1,19:00:00,21:00:00,4320,0
0550167000_0,19:00:00,21:00:00,4320,0
0550167000_1,6:00:00,19:00:00,3000,0
0550167000_0,6:00:00,19:00:00,3000,0
0510167000_1,19:00:00,21:00:00,4080,0
0510167000_0,19:00:00,21:00:00,4080,0
0510167000_1,6:00:00,19:00:00,2700,0
0510167000_0,6:00:00,19:00:00,2700,0
0550166000_1,19:00:00,21:00:00,4200,0
0550166000_0,19:00:00,21:00:00,4200,0
0550166000_1,6:00:00,19:00:00,2940,0
0550166000_0,6:00:00,19:00:00,2940,0
0510166000_1,19:20:00,21:00:00,3900,0
0510166000_0,19:20:00,21:00:00,3900,0
0510166000_1,5:50:00,19:20:00,2640,0
0510166000_0,5:50:00,19:20:00,2640,0
055165AE000_1,19:00:00,22:10:00,720,0
055165AE000_0,19:00:00,22:10:00,720,0
055165AO000_1,5:10:00,19:00:00,660,0
055165AO000_0,5:10:00,19:00:00,660,0
051165AE000_1,19:00:00,22:40:00,420,0
051165AE000_0,19:00:00,22:40:00,420,0
051165AO000_1,4:50:00,19:00:00,360,0
051165AO000_0,4:50:00,19:00:00,360,0
0530164000_1,19:00:00,22:00:00,8400,0
0530164000_0,19:00:00,22:00:00,8400,0
0530164000_1,5:45:00,19:00:00,3300,0
0530164000_0,5:45:00,19:00:00,3300,0
0520164000_1,19:00:00,22:00:00,4500,0
0520164000_0,19:00:00,22:00:00,4500,0
0520164000_1,5:45:00,19:00:00,3300,0
0520164000_0,5:45:00,19:00:00,3300,0
0510164000_1,19:00:00,22:00:00,6660,0
0510164000_0,19:00:00,22:00:00,6660,0
0510164000_1,5:45:00,19:00:00,2820,0
0510164000_0,5:45:00,19:00:00,2820,0
055163B000_1,19:00:00,21:00:00,4320,0
055163B000_0,19:00:00,21:00:00,4320,0
055163B000_1,6:00:00,19:00:00,3000,0
055163B000_0,6:00:00,19:00:00,3000,0
051163B000_1,19:00:00,21:00:00,4020,0
051163B000_0,19:00:00,21:00:00,4020,0
051163B000_1,6:00:00,19:00:00,2700,0
051163B000_0,6:00:00,19:00:00,2700,0
055163A000_1,19:00:00,21:00:00,5640,0
055163A000_0,19:00:00,21:00:00,5640,0
055163A000_1,6:00:00,19:00:00,3000,0
055163A000_0,6:00:00,19:00:00,3000,0
051163A000_1,19:00:00,21:00:00,5340,0
051163A000_0,19:00:00,21:00:00,5340,0
051163A000_1,6:00:00,19:00:00,2700,0
051163A000_0,6:00:00,19:00:00,2700,0
0550163000_1,19:00:00,21:00:00,5400,0
0550163000_0,19:00:00,21:00:00,5400,0
0550163000_1,6:00:00,19:00:00,2820,0
0550163000_0,6:00:00,19:00:00,2820,0
0510163000_1,19:00:00,21:00:00,5100,0
0510163000_0,19:00:00,21:00:00,5100,0
0510163000_1,6:00:00,19:00:00,2520,0
0510163000_0,6:00:00,19:00:00,2520,0
055162D000_1,19:00:00,24:45:00,2160,0
055162D000_0,19:00:00,24:45:00,2160,0
055162D000_1,4:55:00,19:00:00,1980,0
055162D000_0,4:55:00,19:00:00,1980,0
051162D000_1,19:00:00,24:45:00,1860,0
051162D000_0,19:00:00,24:45:00,1860,0
051162D000_1,4:55:00,19:00:00,1680,0
051162D000_0,4:55:00,19:00:00,1680,0
055162B000_1,19:00:00,21:00:00,6960,0
055162B000_0,19:00:00,21:00:00,6960,0
055162B000_1,6:00:00,19:00:00,3660,0
055162B000_0,6:00:00,19:00:00,3660,0
051162B000_1,19:00:00,21:00:00,6660,0
051162B000_0,19:00:00,21:00:00,6660,0
051162B000_1,6:00:00,19:00:00,3360,0
051162B000_0,6:00:00,19:00:00,3360,0
0550162000_1,18:30:00,21:45:00,3600,0
0550162000_0,18:30:00,21:45:00,3600,0
0550162000_1,5:55:00,18:30:00,2280,0
0550162000_0,5:55:00,18:30:00,2280,0
0510162000_1,19:00:00,22:15:00,3300,0
0510162000_0,19:00:00,22:15:00,3300,0
0510162000_1,5:25:00,19:00:00,1980,0
0510162000_0,5:25:00,19:00:00,1980,0
055161F000_1,18:00:00,20:00:00,2340,0
055161F000_0,18:00:00,20:00:00,2340,0
055161F000_1,5:50:00,18:00:00,1620,0
055161F000_0,5:50:00,18:00:00,1620,0
051161F000_1,19:00:00,22:10:00,2040,0
051161F000_0,19:00:00,22:10:00,2040,0
051161F000_1,5:50:00,19:00:00,1320,0
051161F000_0,5:50:00,19:00:00,1320,0
055161E000_1,18:30:00,21:50:00,2520,0
055161E000_0,18:30:00,21:50:00,2520,0
055161E000_1,7:10:00,18:30:00,2220,0
055161E000_0,7:10:00,18:30:00,2220,0
051161E000_1,18:30:00,21:50:00,2220,0
051161E000_0,18:30:00,21:50:00,2220,0
051161E000_1,5:40:00,18:30:00,1920,0
051161E000_0,5:40:00,18:30:00,1920,0
055161D000_1,18:30:00,21:10:00,3000,0
055161D000_0,18:30:00,21:10:00,3000,0
055161D000_1,5:10:00,18:30:00,1620,0
055161D000_0,5:10:00,18:30:00,1620,0
051161D000_1,18:30:00,21:40:00,2700,0
051161D000_0,18:30:00,21:40:00,2700,0
051161D000_1,5:10:00,18:30:00,1320,0
051161D000_0,5:10:00,18:30:00,1320,0
0550161000_1,18:00:00,21:00:00,3900,0
0550161000_0,18:00:00,21:00:00,3900,0
0550161000_1,5:10:00,18:00:00,2460,0
0550161000_0,5:10:00,18:00:00,2460,0
0510161000_1,18:00:00,21:00:00,3600,0
0510161000_0,18:00:00,21:00:00,3600,0
0510161000_1,5:10:00,18:00:00,2160,0
0510161000_0,5:10:00,18:00:00,2160,0
0550159000_1,19:00:00,22:30:00,2640,0
0550159000_0,19:00:00,22:30:00,2640,0
0550159000_1,5:00:00,19:00:00,1800,0
0550159000_0,5:00:00,19:00:00,1800,0
0510159000_1,19:00:00,22:30:00,2340,0
0510159000_0,19:00:00,22:30:00,2340,0
0510159000_1,5:00:00,19:00:00,1500,0
0510159000_0,5:00:00,19:00:00,1500,0
0550149000_1,19:00:00,22:00:00,3060,0
0550149000_0,19:00:00,22:00:00,3060,0
0550149000_1,5:00:00,19:00:00,3420,0
0550149000_0,5:00:00,19:00:00,3420,0
0510149000_1,19:00:00,23:15:00,2760,0
0510149000_0,19:00:00,23:15:00,2760,0
0510149000_1,4:20:00,19:00:00,3120,0
0510149000_0,4:20:00,19:00:00,3120,0
0550148000_1,19:00:00,22:00:00,7140,0
0550148000_0,19:00:00,22:00:00,7140,0
0550148000_1,5:00:00,19:00:00,3000,0
0550148000_0,5:00:00,19:00:00,3000,0
0510148000_1,19:00:00,24:30:00,6840,0
0510148000_0,19:00:00,24:30:00,6840,0
0510148000_1,4:00:00,19:00:00,2700,0
0510148000_0,4:00:00,19:00:00,2700,0
0550147000_1,18:30:00,22:30:00,5760,0
0550147000_0,18:30:00,22:30:00,5760,0
0550147000_1,5:30:00,18:30:00,2820,0
0550147000_0,5:30:00,18:30:00,2820,0
0510147000_1,19:00:00,23:05:00,5460,0
0510147000_0,19:00:00,23:05:00,5460,0
0510147000_1,4:35:00,19:00:00,2520,0
0510147000_0,4:35:00,19:00:00,2520,0
0550146000_1,18:30:00,22:30:00,4020,0
0550146000_0,18:30:00,22:30:00,4020,0
0550146000_1,5:22:00,18:30:00,2220,0
0550146000_0,5:22:00,18:30:00,2220,0
0510146000_1,19:00:00,23:00:00,3720,0
0510146000_0,19:00:00,23:00:00,3720,0
0510146000_1,4:50:00,19:00:00,1920,0
0510146000_0,4:50:00,19:00:00,1920,0
055145A000_1,19:00:00,23:00:00,3300,0
055145A000_0,19:00:00,23:00:00,3300,0
055145A000_1,5:00:00,19:00:00,2400,0
055145A000_0,5:00:00,19:00:00,2400,0
051145A000_1,19:00:00,24:20:00,3000,0
051145A000_0,19:00:00,24:20:00,3000,0
051145A000_1,4:50:00,19:00:00,2100,0
051145A000_0,4:50:00,19:00:00,2100,0
0550145000_1,19:00:00,22:00:00,2940,0
0550145000_0,19:00:00,22:00:00,2940,0
0550145000_1,5:00:00,19:00:00,1860,0
0550145000_0,5:00:00,19:00:00,1860,0
0510145000_1,19:00:00,24:00:00,2640,0
0510145000_0,19:00:00,24:00:00,2640,0
0510145000_1,5:00:00,19:00:00,1560,0
0510145000_0,5:00:00,19:00:00,1560,0
055144C000_1,19:00:00,22:00:00,1740,0
055144C000_0,19:00:00,22:00:00,1740,0
055144C000_1,5:00:00,19:00:00,1560,0
055144C000_0,5:00:00,19:00:00,1560,0
051144C000_1,19:00:00,22:50:00,1440,0
051144C000_0,19:00:00,22:50:00,1440,0
051144C000_1,3:40:00,19:00:00,1260,0
051144C000_0,3:40:00,19:00:00,1260,0
0550144000_1,18:30:00,22:00:00,3600,0
0550144000_0,18:30:00,22:00:00,3600,0
0550144000_1,4:40:00,18:30:00,2820,0
0550144000_0,4:40:00,18:30:00,2820,0
0510144000_1,19:00:00,24:05:00,3780,0
0510144000_0,19:00:00,24:05:00,3780,0
0510144000_1,4:30:00,19:00:00,2820,0
0510144000_0,4:30:00,19:00:00,2820,0
0550143000_1,19:00:00,23:00:00,2400,0
0550143000_0,19:00:00,23:00:00,2400,0
0550143000_1,5:00:00,19:00:00,2340,0
0550143000_0,5:00:00,19:00:00,2340,0
0510143000_1,19:00:00,24:30:00,2100,0
0510143000_0,19:00:00,24:30:00,2100,0
0510143000_1,4:20:00,19:00:00,2040,0
0510143000_0,4:20:00,19:00:00,2040,0
0550142000_1,19:00:00,23:00:00,1080,0
0550142000_0,19:00:00,23:00:00,1080,0
0550142000_1,5:00:00,19:00:00,900,0
0550142000_0,5:00:00,19:00:00,900,0
0510142000_1,19:00:00,23:15:00,780,0
0510142000_0,19:00:00,23:15:00,780,0
0510142000_1,4:15:00,19:00:00,600,0
0510142000_0,4:15:00,19:00:00,600,0
0550141000_1,7:00:00,22:40:00,5400,0
0550141000_0,7:00:00,22:40:00,5400,0
0510141000_1,7:00:00,22:40:00,5100,0
0510141000_0,7:00:00,22:40:00,5100,0
055134D000_1,19:00:00,24:00:00,4860,0
055134D000_0,19:00:00,24:00:00,4860,0
055134D000_1,5:00:00,19:00:00,4620,0
055134D000_0,5:00:00,19:00:00,4620,0
051134D000_1,19:00:00,24:50:00,4560,0
051134D000_0,19:00:00,24:50:00,4560,0
051134D000_1,4:20:00,19:00:00,4320,0
051134D000_0,4:20:00,19:00:00,4320,0
055134C000_1,19:00:00,24:00:00,6600,0
055134C000_0,19:00:00,24:00:00,6600,0
055134C000_1,5:00:00,19:00:00,3180,0
055134C000_0,5:00:00,19:00:00,3180,0
051134C000_1,18:30:00,20:30:00,6300,0
051134C000_0,18:30:00,20:30:00,6300,0
051134C000_1,4:55:00,18:30:00,2880,0
051134C000_0,4:55:00,18:30:00,2880,0
055134B000_1,19:00:00,24:00:00,4440,0
055134B000_0,19:00:00,24:00:00,4440,0
055134B000_1,5:20:00,19:00:00,2880,0
055134B000_0,5:20:00,19:00:00,2880,0
051134B000_1,19:00:00,21:40:00,4140,0
051134B000_0,19:00:00,21:40:00,4140,0
051134B000_1,5:20:00,19:00:00,2580,0
051134B000_0,5:20:00,19:00:00,2580,0
0550134000_1,19:00:00,25:00:00,4500,0
0550134000_0,19:00:00,25:00:00,4500,0
0550134000_1,4:30:00,19:00:00,2220,0
0550134000_0,4:30:00,19:00:00,2220,0
0510134000_1,18:00:00,20:30:00,4200,0
0510134000_0,18:00:00,20:30:00,4200,0
0510134000_1,4:30:00,18:00:00,1920,0
0510134000_0,4:30:00,18:00:00,1920,0
0530131000_1,19:00:00,23:40:00,900,0
0530131000_0,19:00:00,23:40:00,900,0
0530131000_1,4:40:00,19:00:00,840,0
0530131000_0,4:40:00,19:00:00,840,0
0520131000_1,19:00:00,23:40:00,600,0
0520131000_0,19:00:00,23:40:00,600,0
0520131000_1,4:40:00,19:00:00,540,0
0520131000_0,4:40:00,19:00:00,540,0
0510131000_1,19:00:00,24:35:00,300,0
0510131000_0,19:00:00,24:35:00,300,0
0510131000_1,4:15:00,19:00:00,240,0
0510131000_0,4:15:00,19:00:00,240,0
053013A000_1,19:00:00,25:00:00,960,0
053013A000_0,19:00:00,25:00:00,960,0
053013A000_1,4:40:00,19:00:00,900,0
053013A000_0,4:40:00,19:00:00,900,0
052013A000_1,19:00:00,25:00:00,660,0
052013A000_0,19:00:00,25:00:00,660,0
052013A000_1,4:40:00,19:00:00,600,0
052013A000_0,4:40:00,19:00:00,600,0
051013A000_1,19:00:00,24:40:00,360,0
051013A000_0,19:00:00,24:40:00,360,0
051013A000_1,4:20:00,19:00:00,300,0
051013A000_0,4:20:00,19:00:00,300,0
0550125000_1,19:00:00,24:00:00,3480,0
0550125000_0,19:00:00,24:00:00,3480,0
0510125000_1,19:00:00,24:30:00,3180,0
0510125000_0,19:00:00,24:30:00,3180,0
0550125000_1,4:55:00,19:00:00,2340,0
0550125000_0,4:55:00,19:00:00,2340,0
0510125000_1,4:55:00,19:00:00,2040,0
0510125000_0,4:55:00,19:00:00,2040,0
053124A000_1,18:00:00,20:45:00,2040,0
053124A000_0,18:00:00,20:45:00,2040,0
053124A000_1,6:00:00,18:00:00,1980,0
053124A000_0,6:00:00,18:00:00,1980,0
052124A000_1,18:00:00,20:45:00,1740,0
052124A000_0,18:00:00,20:45:00,1740,0
052124A000_1,6:00:00,18:00:00,1680,0
052124A000_0,6:00:00,18:00:00,1680,0
051124A000_1,19:00:00,24:50:00,1440,0
051124A000_0,19:00:00,24:50:00,1440,0
051124A000_1,4:50:00,19:00:00,1380,0
051124A000_0,4:50:00,19:00:00,1380,0
0530124000_1,18:30:00,21:00:00,1560,0
0530124000_0,18:30:00,21:00:00,1560,0
0530124000_1,5:45:00,18:30:00,1380,0
0530124000_0,5:45:00,18:30:00,1380,0
0520124000_1,18:30:00,21:00:00,1260,0
0520124000_0,18:30:00,21:00:00,1260,0
0520124000_1,5:45:00,18:30:00,1080,0
0520124000_0,5:45:00,18:30:00,1080,0
0510124000_1,19:00:00,24:45:00,960,0
0510124000_0,19:00:00,24:45:00,960,0
0510124000_1,4:35:00,19:00:00,780,0
0510124000_0,4:35:00,19:00:00,780,0
055123A000_1,19:00:00,24:00:00,7200,0
055123A000_0,19:00:00,24:00:00,7200,0
055123A000_1,5:55:00,19:00:00,2580,0
055123A000_0,5:55:00,19:00:00,2580,0
051123A000_1,19:00:00,24:40:00,6840,0
051123A000_0,19:00:00,24:40:00,6840,0
051123A000_1,5:55:00,19:00:00,2280,0
051123A000_0,5:55:00,19:00:00,2280,0
0530120000_1,18:30:00,21:45:00,1260,0
0530120000_0,18:30:00,21:45:00,1260,0
0530120000_1,5:15:00,18:30:00,1140,0
0530120000_0,5:15:00,18:30:00,1140,0
0520120000_1,18:30:00,21:45:00,960,0
0520120000_0,18:30:00,21:45:00,960,0
0520120000_1,5:15:00,18:30:00,840,0
0520120000_0,5:15:00,18:30:00,840,0
0510120000_1,19:00:00,24:15:00,660,0
0510120000_0,19:00:00,24:15:00,660,0
0510120000_1,4:35:00,19:00:00,540,0
0510120000_0,4:35:00,19:00:00,540,0
0550012000_1,19:00:00,21:30:00,5640,0
0550012000_0,19:00:00,21:30:00,5640,0
0510012000_1,19:00:00,21:30:00,5340,0
0510012000_0,19:00:00,21:30:00,5340,0
0550012000_1,5:40:00,19:00:00,3420,0
0550012000_0,5:40:00,19:00:00,3420,0
0510012000_1,5:10:00,19:00:00,3120,0
0510012000_0,5:10:00,19:00:00,3120,0
053119B000_1,5:45:00,20:45:00,1740,0
053119B000_0,5:45:00,20:45:00,1740,0
052119B000_1,5:45:00,20:45:00,1440,0
052119B000_0,5:45:00,20:45:00,1440,0
051119B000_1,4:45:00,23:40:00,1140,0
051119B000_0,4:45:00,23:40:00,1140,0
0550119000_1,18:30:00,20:00:00,3240,0
0550119000_0,18:30:00,20:00:00,3240,0
0550119000_1,5:30:00,18:30:00,1680,0
0550119000_0,5:30:00,18:30:00,1680,0
0510119000_1,18:30:00,21:10:00,2940,0
0510119000_0,18:30:00,21:10:00,2940,0
0510119000_1,5:30:00,18:30:00,1380,0
0510119000_0,5:30:00,18:30:00,1380,0
0550118000_1,18:30:00,20:45:00,4020,0
0550118000_0,18:30:00,20:45:00,4020,0
0550118000_1,5:45:00,18:30:00,2580,0
0550118000_0,5:45:00,18:30:00,2580,0
0510118000_1,19:00:00,23:40:00,3720,0
0510118000_0,19:00:00,23:40:00,3720,0
0510118000_1,4:45:00,19:00:00,2280,0
0510118000_0,4:45:00,19:00:00,2280,0
0530116000_1,19:00:00,21:00:00,3180,0
0530116000_0,19:00:00,21:00:00,3180,0
0530116000_1,5:30:00,19:00:00,2460,0
0530116000_0,5:30:00,19:00:00,2460,0
0520116000_1,18:00:00,21:00:00,2880,0
0520116000_0,18:00:00,21:00:00,2880,0
0520116000_1,5:30:00,18:00:00,2160,0
0520116000_0,5:30:00,18:00:00,2160,0
0510116000_1,19:00:00,23:55:00,2580,0
0510116000_0,19:00:00,23:55:00,2580,0
0510116000_1,4:35:00,19:00:00,1860,0
0510116000_0,4:35:00,19:00:00,1860,0
053115A000_1,19:00:00,22:10:00,2520,0
053115A000_0,19:00:00,22:10:00,2520,0
053115A000_1,5:40:00,19:00:00,2340,0
053115A000_0,5:40:00,19:00:00,2340,0
052115A000_1,19:00:00,22:10:00,2220,0
052115A000_0,19:00:00,22:10:00,2220,0
052115A000_1,5:40:00,19:00:00,2040,0
052115A000_0,5:40:00,19:00:00,2040,0
051115A000_1,19:00:00,22:10:00,1920,0
051115A000_0,19:00:00,22:10:00,1920,0
051115A000_1,5:40:00,19:00:00,1740,0
051115A000_0,5:40:00,19:00:00,1740,0
055115N000_1,18:30:00,19:15:00,3060,0
055115N000_0,18:30:00,19:15:00,3060,0
055115O000_1,5:15:00,18:30:00,2640,0
055115O000_0,5:15:00,18:30:00,2640,0
051115N000_1,18:30:00,24:00:00,2760,0
051115N000_0,19:00:00,24:00:00,2760,0
051115O000_1,5:00:00,18:30:00,2340,0
051115O000_0,5:00:00,19:00:00,2340,0
050115N000_1,24:00:00,29:00:00,900,0
050115N000_0,24:00:00,29:00:00,900,0
055113B000_1,19:00:00,22:00:00,1260,0
055113B000_0,19:00:00,22:00:00,1260,0
055113B000_1,5:00:00,19:00:00,1080,0
055113B000_0,5:00:00,19:00:00,1080,0
051113B000_1,19:00:00,22:30:00,960,0
051113B000_0,19:00:00,22:30:00,960,0
051113B000_1,4:45:00,19:00:00,780,0
051113B000_0,4:45:00,19:00:00,780,0
0550112000_1,18:30:00,20:00:00,2880,0
0550112000_0,18:30:00,20:00:00,2880,0
0510112000_1,18:30:00,21:40:00,2580,0
0510112000_0,18:30:00,21:40:00,2580,0
0550112000_1,5:30:00,18:30:00,2280,0
0550112000_0,5:30:00,18:30:00,2280,0
0510112000_1,5:30:00,18:30:00,1980,0
0510112000_0,5:30:00,18:30:00,1980,0
055110C000_1,19:00:00,21:45:00,4500,0
055110C000_0,19:00:00,21:45:00,4500,0
055110C000_1,5:30:00,19:00:00,2280,0
055110C000_0,5:30:00,19:00:00,2280,0
051110C000_1,19:00:00,22:30:00,4200,0
051110C000_0,19:00:00,22:30:00,4200,0
051110C000_1,5:00:00,19:00:00,1980,0
051110C000_0,5:00:00,19:00:00,1980,0
055110B000_1,19:00:00,21:45:00,4500,0
055110B000_0,19:00:00,21:45:00,4500,0
055110B000_1,5:30:00,19:00:00,4200,0
